@relation concentricCircles
@attribute x numeric
@attribute y numeric
@attribute class {0,1}
@data
2.707047999,-4.881795295,0
-2.395876819,-3.997157569,0
-3.747893458,14.52752803,1
5.68170101,-3.816914291,0
13.8418254,2.743063031,1
1.868997042,3.323865484,0
5.620265355,0.871448386,0
6.223320942,4.43200232,0
-0.070744867,7.761633581,0
-7.85237113,-9.768063803,1
-3.705962868,6.429597781,0
-3.819662279,-2.054374839,0
11.76517589,-9.453386108,1
-13.43505884,1.917452723,1
8.27640699,-2.360284771,0
10.59938339,6.460491464,1
-1.674054053,12.392933,1
-9.328835578,10.24122787,1
8.077362425,9.480532322,1
-5.274932943,4.991865053,0
-6.555112076,5.2403413,0
9.112023387,12.07752733,1
-1.870939467,-9.51029557,0
-14.5616005,6.187451876,1
-5.276559502,14.92506028,1
-3.958002571,-4.872814958,0
-1.531160533,-6.207948595,0
7.582240875,5.720054159,0
12.66404374,-5.213711406,1
9.747460608,-9.775737691,1
3.575939538,8.304530664,0
-10.90121238,9.128880768,1
-0.004806229,2.121056618,0
11.52417303,10.72885663,1
-15.59449478,1.456575867,1
-2.531573325,-2.959556038,0
-1.276231343,1.995115756,0
-1.997166644,6.50292347,0
-1.776580399,2.952827484,0
-3.574833772,1.618569043,0
-11.89616425,-7.038228819,1
-0.320455597,3.737331948,0
-6.677803765,4.372917681,0
5.588882077,13.76045709,1
9.999232763,0.093180978,0
0.126995049,12.07973169,1
-4.796556259,-5.199277613,0
-0.529215454,-8.8715573,0
-4.54224651,-5.57334866,0
4.771535904,-4.574209468,0
-4.503034305,-5.972048454,0
13.87423384,-0.605031672,1
-9.876720982,-0.32201067,0
-3.923125566,-0.015459207,0
14.445526,-5.941617293,1
-6.619533489,3.400011473,0
-6.462176921,10.63727716,1
-15.07411243,4.889127651,1
-11.99018991,8.813132102,1
13.22797981,5.847897646,1
-3.701497181,5.934287238,0
-11.02909181,5.932363108,1
-7.614468332,-2.889703013,0
-10.72986752,-9.072859474,1
0.927449355,6.510420203,0
4.403929025,-3.601975354,0
-6.351587588,-2.330580981,0
5.830704685,14.6322605,1
3.875113948,-0.865461124,0
-7.675343257,0.363921083,0
13.05583796,-6.28103366,1
0.976656948,-0.417297029,0
-7.921791294,0.923177638,0
11.29134946,-5.385752464,1
8.534714455,-8.964488453,1
11.37271577,-4.691715575,1
3.292065856,2.138811754,0
3.104499811,3.461738989,0
-6.007052999,4.197984194,0
14.0224288,1.153796788,1
2.936806897,3.341989905,0
13.17548508,6.311710537,1
9.471359024,9.544369428,1
-4.036387474,4.323799592,0
9.039770651,-2.840394795,0
-4.270356466,13.80703986,1
0.151217002,-8.37072599,0
0.131566729,-2.001931558,0
1.581230537,-8.721469506,0
-13.02267447,0.778895589,1
9.881437749,-9.497915244,1
-0.43675233,-3.398877531,0
-11.06012542,-9.854478597,1
11.66614272,-5.403874837,1
5.40589891,13.10671141,1
12.67981483,-4.684327217,1
-3.102150962,5.10268606,0
-15.30639972,2.458028306,1
13.9654291,6.904906061,1
-11.49171689,7.956624032,1
13.43644985,-7.920405133,1
2.621952081,-6.951860391,0
-12.4460211,3.586058108,1
-7.003599718,12.95829195,1
-13.48583787,-3.388506513,1
1.686586094,1.308527718,0
1.721928414,5.813777758,0
-13.77580031,-6.399651403,1
12.4700196,-2.682880093,1
-0.881966406,4.511116691,0
-8.310516315,-8.849576034,1
-12.3771185,0.846739013,1
2.842201065,5.088416012,0
11.42555497,9.242476816,1
-11.95322115,9.8745245,1
-0.562437359,-8.505844857,0
3.912184549,3.512412904,0
-0.994485113,3.999513765,0
7.42756797,-4.469560319,0
-0.890456971,6.50653315,0
1.277508797,-3.564616336,0
5.055814287,-3.139968565,0
-0.204191873,7.01772583,0
-1.797118001,1.569294327,0
-13.01918671,-4.296140053,1
5.209975613,14.11774123,1
-4.275521703,-7.524831493,0
-2.426463738,13.53350811,1
-10.25090043,9.453879034,1
-6.68751608,5.105641077,0
-9.076233642,9.0562944,1
15.14216191,2.837266311,1
5.722816637,3.150485824,0
7.805982779,-9.960423965,1
-4.253133604,-6.910743582,0
-12.05679395,-8.422067624,1
-0.200888498,4.733139074,0
12.41172288,0.104754213,1
12.57255124,4.694535678,1
-6.437344721,-6.083900962,0
1.565505011,8.99426935,0
-4.100618033,6.864852845,0
-6.321421926,10.62087493,1
-1.91654286,-6.993879711,0
-3.383730533,5.88425546,0
-5.140850274,-3.64113652,0
7.937489054,4.001964455,0
9.438071695,-0.130155085,0
-13.72899364,-8.015716865,1
0.863233304,2.671534991,0
-1.31151519,6.165650618,0
-0.734868925,5.955990229,0
5.942354453,4.591803724,0
