@relation 'Random_10_dimensions_SeparationFunction_f(x) =  + 1.0*x0^2 + 2.0*x1^2 + 1.0*x2^2 + 2.0*x3^2 + 1.0*x4^2 + 2.0*x5^2 + 1.0*x6^2 + 2.0*x7^2 + 1.0*x8^2 + 2.0*x9^2'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute Class {0,1}

@data
0.633889,-0.882451,0.583694,0.489515,0.316432,-0.533137,0.63218,-0.007887,0.584198,0.31109,0
0.948575,0.623618,0.471571,-0.744823,-0.075055,0.034589,0.666931,-0.825411,-0.163725,0.170999,0
0.395808,-0.952139,-0.378728,-0.630227,0.761507,0.156598,0.462126,0.856151,0.623574,0.927083,1
0.661131,-0.144076,0.638205,-0.547085,-0.197932,-0.417837,-0.946105,-0.259669,0.171494,0.519595,0
0.058264,0.87549,-0.543408,-0.924928,-0.864512,-0.561536,-0.105787,0.626494,0.325732,0.794108,1
0.322068,0.855265,-0.899694,0.227898,-0.938384,-0.508504,-0.799049,0.545203,-0.14687,0.157805,0
0.239011,0.715354,0.167005,0.866706,-0.890064,0.41725,-0.868662,-0.091783,0.350891,-0.068842,0
-0.955635,-0.641532,0.453967,-0.278273,-0.018679,-0.753279,0.844776,-0.729862,-0.641165,-0.462647,0
-0.254029,0.238714,-0.514034,0.515003,0.467513,0.889182,0.10951,0.905216,0.800237,0.826184,1
-0.146634,-0.200142,-0.998747,0.485888,0.783797,-0.351932,0.779289,0.416323,-0.826263,-0.531799,0
-0.960633,-0.157706,-0.665922,0.04453,0.806326,0.069233,-0.787629,-0.213195,0.024688,-0.766638,0
-0.429694,0.95737,0.772618,0.892834,0.141323,0.620098,-0.901512,-0.700729,-0.933481,-0.275106,1
0.861572,-0.560507,-0.899372,-0.775604,0.434132,-0.380598,-0.875789,-0.609286,0.173883,0.299984,0
-0.646339,-0.629446,0.703451,-0.249594,0.700587,0.791576,-0.273432,0.065719,-0.161051,0.584351,0
0.420838,0.76531,0.954416,-0.134071,0.0192,-0.723883,-0.621154,0.725164,0.576986,0.005007,0
-0.646126,-0.943413,-0.88129,0.417614,0.021076,-0.791243,-0.631477,-0.433661,0.402182,-0.855338,1
0.090502,-0.151928,-0.388634,-0.944126,-0.300256,0.422618,0.832612,-0.07117,-0.747552,0.685681,0
0.698708,-0.569301,0.183007,0.465657,-0.375593,0.664004,-0.771684,0.201387,-0.625169,0.833248,0
0.864341,-0.741624,-0.308806,-0.326535,-0.722797,-0.246063,0.149444,-0.390241,-0.599162,0.787037,0
0.593442,-0.951485,-0.124472,-0.193423,-0.537201,0.945129,-0.083609,0.00218,0.126527,0.849722,0
-0.971844,-0.935517,0.937151,0.001473,-0.737657,-0.562689,-0.864025,-0.276191,0.285206,-0.728017,1
-0.031326,-0.633132,-0.090406,0.694424,0.411438,-0.649738,0.941111,-0.291374,-0.238615,-0.521669,0
-0.801243,0.085389,-0.989031,0.631703,-0.60751,-0.076825,-0.595339,-0.816886,-0.82511,0.218301,0
-0.132847,0.04211,-0.868595,-0.255433,-0.904118,0.102354,-0.266596,-0.182167,-0.973332,-0.953071,0
-0.649461,0.108923,0.109791,0.961165,0.303673,0.568656,-0.625173,0.009149,0.636896,0.741653,0
-0.38389,0.54922,-0.203058,0.271002,0.196664,0.495407,0.730544,-0.766271,0.946997,0.475884,0
-0.954932,0.097412,0.426143,0.396173,-0.174997,0.551187,0.415881,-0.616031,0.456676,0.239755,0
-0.064975,0.774085,-0.614196,0.516918,0.289264,0.786172,0.117276,0.735554,-0.287021,-0.145496,0
0.963813,-0.696191,0.013029,-0.811748,0.059926,0.762714,0.290488,0.072331,-0.02014,-0.521699,0
0.294835,-0.336986,0.932972,0.191677,0.25612,0.589174,-0.042751,-0.366573,-0.855852,0.539159,0
-0.208537,-0.315902,-0.780286,0.194902,-0.821301,-0.849613,-0.52852,-0.630926,0.238771,0.127092,0
0.073055,0.00767,0.2443,0.127725,0.348392,0.839599,0.645005,0.692109,-0.100398,-0.113537,0
-0.492987,-0.982829,0.529829,-0.210134,0.668758,-0.692493,-0.615182,0.970232,-0.137684,-0.994783,1
-0.659657,-0.999754,0.808776,-0.166112,-0.921326,-0.742325,0.868524,0.679473,0.52577,-0.083523,1
0.212078,0.731251,-0.638101,-0.358272,0.674366,-0.981117,-0.82807,0.973046,0.465128,0.507031,1
-0.532489,0.312842,0.730374,-0.75315,0.2919,0.679858,-0.405414,-0.26592,-0.590778,-0.054919,0
0.76065,0.586347,0.183427,-0.863708,-0.995775,-0.072333,-0.83174,0.579129,-0.028431,-0.54394,0
0.158052,0.136675,0.574565,0.070534,-0.009825,-0.38374,0.973986,0.146635,0.743495,0.531254,0
-0.010288,0.860838,0.659352,0.743484,-0.221697,0.950375,0.51091,0.113015,-0.277625,-0.045807,0
-0.093493,-0.320216,-0.657529,0.561912,-0.305063,0.180485,-0.383489,0.612111,-0.46251,-0.164782,0
0.089701,-0.12297,-0.982083,-0.712766,-0.849721,-0.183647,-0.649473,0.541933,0.338121,0.866786,0
-0.027654,-0.038909,-0.1558,-0.609228,0.752576,-0.668813,-0.537543,-0.723155,0.812311,-0.699941,0
-0.828382,-0.634241,-0.980217,0.064058,0.253037,-0.629351,-0.888873,-0.911801,-0.608361,-0.23384,1
0.08395,0.854767,0.560563,-0.759415,0.020764,-0.838848,0.656121,0.736711,0.821557,0.32566,1
0.828204,-0.148788,0.459616,-0.189649,0.242272,-0.580937,0.321914,-0.767077,0.612594,-0.521405,0
-0.044824,-0.485005,0.262422,0.494451,0.111005,-0.997925,-0.304729,-0.290169,-0.631817,0.790845,0
-0.811949,0.568874,0.120512,-0.381712,-0.116617,-0.974968,0.999328,-0.574427,0.136791,0.402082,0
-0.048713,-0.355675,0.262418,0.753599,0.676195,0.728389,0.458335,0.232836,-0.962159,-0.482849,0
0.356167,-0.265826,0.416557,0.685121,0.02811,-0.557099,0.733176,0.462531,-0.7354,0.720368,0
0.267248,-0.941095,0.258221,-0.41052,0.370901,-0.034318,0.964169,-0.764129,0.970724,-0.629389,1
0.354853,0.402993,-0.64639,-0.714193,0.546,0.334745,0.148459,-0.327045,0.343878,-0.992844,0
0.644203,-0.156683,0.148037,-0.20896,0.625593,-0.283161,-0.658801,0.400399,-0.238264,-0.856217,0
0.307737,-0.993209,0.248364,0.423948,0.044415,-0.262292,-0.116661,-0.597293,0.961843,-0.572534,0
-0.954088,0.079695,0.922359,-0.548059,0.153782,0.535154,0.819826,0.753919,0.087993,0.160561,0
0.079077,0.753686,0.804245,-0.325684,0.337542,-0.260088,0.890195,0.209901,-0.731194,-0.45128,0
-0.818146,-0.11693,0.017672,0.864283,0.718186,-0.323734,-0.961486,-0.687867,-0.708458,-0.77741,1
0.263506,0.66679,-0.357422,-0.871679,0.47457,-0.04182,-0.048193,-0.157921,-0.487365,0.036735,0
-0.304028,-0.23959,-0.469901,0.244925,-0.834076,-0.746319,-0.122889,-0.756605,0.983722,0.602828,0
0.409591,-0.247266,0.810167,0.456635,0.016645,0.99734,0.100013,-0.649128,0.98732,0.975683,1
0.240619,0.074738,-0.528611,-0.668296,0.700789,-0.77327,-0.263859,0.56495,-0.079883,0.171169,0
-0.81911,0.592453,0.585107,0.788266,0.143226,-0.736763,0.666907,-0.095244,-0.584254,-0.673263,0
0.136479,0.098768,-0.910698,0.569304,0.626557,-0.308278,0.848562,0.358363,-0.524244,-0.828279,0
0.167944,0.671661,0.568707,-0.963003,0.990737,0.839476,0.177126,-0.895332,-0.578489,0.690492,1
0.610208,-0.300857,0.721667,0.567492,-0.10121,0.816216,-0.529751,0.766866,-0.033784,0.352962,0
0.13691,-0.643647,0.779861,0.800259,0.511166,0.038304,-0.169204,-0.586156,-0.558108,0.751167,0
0.95507,-0.188524,-0.836796,-0.960242,-0.011381,-0.812071,-0.882297,-0.124704,-0.961169,0.896156,1
0.635295,-0.430934,0.259285,-0.987877,0.085547,-0.301055,-0.069771,-0.317562,0.193856,-0.444047,0
0.375861,-0.45194,-0.903583,0.518337,0.79049,0.343998,0.406283,0.973633,0.399181,0.894047,1
-0.927447,-0.065495,0.544501,-0.848728,-0.862995,-0.667933,0.269477,-0.320935,0.627238,-0.87921,1
0.757942,0.024256,-0.227328,-0.208038,-0.403102,0.802896,-0.510492,-0.331901,0.241591,-0.999033,0
-0.346978,-0.561449,-0.707512,-0.013576,-0.939672,-0.203022,0.234357,-0.964398,-0.81599,-0.245771,0
-0.858821,-0.203824,-0.173197,-0.774427,-0.483376,-0.959517,0.60974,-0.170897,-0.081642,0.307181,0
-0.139019,0.482537,-0.69456,-0.414165,-0.080223,-0.651479,-0.848412,0.068183,-0.870188,0.953943,0
0.283143,0.171459,-0.131598,0.896638,0.129016,-0.466704,0.842834,0.453273,0.610966,-0.515623,0
0.582359,-0.384914,0.256062,-0.375857,-0.435867,-0.396464,0.279183,0.556489,0.733674,0.755815,0
-0.638067,0.586557,0.31515,0.820585,-0.354618,-0.763672,0.754095,0.167147,-0.942476,0.805901,1
0.597466,0.738083,0.818381,0.438273,0.389556,-0.330812,-0.619845,0.313036,0.744235,-0.235561,0
-0.931662,-0.302398,0.628107,-0.678753,0.728435,0.176965,0.72905,0.574511,0.944843,-0.843677,1
-0.638856,-0.787568,-0.42172,0.001299,0.013231,0.153658,-0.28884,-0.667071,0.384657,0.691507,0
0.888418,0.69747,0.292803,0.917699,0.238562,-0.956057,0.190474,-0.542851,-0.430505,-0.032286,1
-0.802715,-0.022984,-0.144084,-0.483669,-0.472341,0.677341,-0.330116,0.504208,0.989084,-0.972743,0
-0.946629,-0.254371,0.827798,-0.620115,-0.908584,-0.609032,0.615064,-0.219325,0.016756,0.638869,0
-0.904259,0.278093,-0.938434,-0.502437,-0.03815,0.352188,-0.53079,-0.018646,0.36736,-0.304274,0
0.08868,0.153719,-0.333567,0.514208,0.79664,0.76635,0.335885,0.755234,0.626797,0.893861,0
0.333629,0.234312,0.933545,-0.073246,0.248385,-0.506634,-0.823376,0.560673,-0.488034,0.409809,0
-0.014215,-0.992197,-0.326053,0.068215,-0.950769,0.556724,-0.720445,-0.786734,0.066847,0.819882,1
0.245129,-0.278255,-0.480966,-0.466772,-0.208491,-0.036933,0.324179,0.610505,0.974238,0.661887,0
-0.407385,-0.695,0.64047,0.933052,-0.36786,0.794515,0.245996,0.528241,-0.880045,0.280674,1
0.381811,0.015306,0.928154,0.78158,0.08817,-0.39453,0.474634,-0.802761,-0.924922,-0.349838,0
-0.331399,-0.059963,0.821709,-0.551572,0.529563,0.447962,-0.806783,-0.062521,-0.618973,0.236154,0
0.691965,0.083098,-0.845188,0.792749,0.751176,0.343252,-0.210768,-0.41213,-0.417446,-0.552601,0
0.964096,-0.25997,-0.994581,0.915631,-0.512206,-0.527927,0.413422,-0.764079,-0.463524,0.389198,1
-0.424068,0.42439,-0.357408,0.82448,0.324678,-0.187349,-0.160149,0.022697,0.342275,-0.662073,0
-0.306103,0.771186,0.247753,-0.644235,-0.917215,0.236793,-0.034759,0.051854,0.538587,-0.769065,0
-0.034545,0.898525,0.721248,0.900116,-0.614309,-0.71677,-0.831952,0.927189,0.262475,-0.569634,1
0.846822,0.729011,-0.847874,0.044508,-0.761671,0.849037,0.26791,-0.27778,0.682945,-0.231213,0
-0.071444,-0.888741,0.549112,-0.299968,0.591368,0.040152,-0.584256,-0.430103,0.034222,0.397727,0
0.908053,0.374001,-0.64579,-0.588642,0.086028,-0.651861,0.366754,-0.845707,0.357063,0.996889,1
0.717497,0.6066,-0.231001,0.917923,-0.439698,0.400891,0.237097,0.573714,0.008211,-0.496874,0
-0.231749,-0.312329,0.730226,-0.489548,0.067992,-0.220314,0.045293,-0.007848,0.050603,-0.493585,0
-0.344117,-0.643561,-0.280052,-0.065455,-0.232921,0.094962,0.648352,-0.349346,0.753101,0.938525,0
-0.198039,0.846819,0.74442,0.874397,-0.017112,-0.145622,0.982247,0.455715,-0.013631,0.935557,1
0.829872,-0.229185,-0.531669,-0.074983,-0.008547,0.138251,-0.412277,-0.165014,0.60633,-0.792922,0
0.92873,0.428908,0.89033,-0.113763,0.210961,-0.255791,-0.814213,0.543299,-0.20281,-0.898401,0
-0.369915,0.530462,0.361755,-0.742531,0.162242,0.621131,0.248721,0.787571,0.909367,-0.22172,0
-0.972559,0.534323,0.129546,-0.173815,-0.455837,0.006716,-0.164997,0.060023,0.371833,0.990937,0
-0.020844,0.603206,0.976286,0.311466,0.66341,0.410209,-0.854502,-0.323443,0.20436,-0.786928,0
0.269627,-0.151374,-0.900728,0.422593,0.913045,0.999232,-0.062465,0.020677,0.785622,-0.960012,1
0.153779,-0.406561,0.319994,0.464727,-0.703799,0.175035,0.353692,-0.210558,-0.158522,-0.322822,0
0.058469,0.655593,0.849777,0.906851,0.922203,-0.583001,-0.249223,0.543519,0.314037,0.069988,0
-0.583658,0.686782,-0.146586,0.582704,-0.369213,-0.011841,-0.511146,-0.273585,0.413631,-0.33777,0
-0.933416,0.349575,-0.746754,0.041504,0.928876,0.810742,-0.274165,-0.978978,0.654199,0.374393,1
-0.797328,0.732842,0.436093,0.774021,0.389568,-0.902802,0.794903,0.859827,-0.703964,0.516257,1
-0.673706,0.273689,0.897635,0.908061,0.012739,-0.56802,-0.766487,0.522342,-0.74108,0.747219,1
0.972155,-0.46342,-0.740736,-0.017597,0.581877,0.299792,-0.434413,0.907275,-0.841384,0.273179,0
-0.204895,-0.986336,-0.307908,-0.789083,0.303815,0.947441,-0.907596,0.930994,-0.652481,-0.4725,1
-0.347318,0.145157,0.762553,-0.252416,-0.210611,0.248657,-0.479492,0.994655,-0.119581,0.714641,0
-0.353964,0.867912,-0.187881,0.794656,-0.065932,0.445427,0.449911,-0.40412,-0.337442,-0.379209,0
-0.336819,-0.71264,-0.930878,0.220019,0.763634,0.181626,-0.25529,0.009386,-0.742691,-0.255256,0
0.294708,0.417732,0.663995,0.20698,0.627652,0.822179,-0.176224,-0.62211,0.053974,0.584081,0
0.588958,0.51381,0.011982,0.672442,0.090659,-0.357667,-0.314445,-0.325113,-0.127173,0.61753,0
0.037757,0.271714,-0.897482,-0.638707,0.85689,-0.1636,0.793718,-0.759685,0.296237,0.726347,0
0.523066,-0.665115,-0.913973,0.040541,0.469312,0.474801,0.105911,-0.853809,-0.225617,0.349336,0
0.328511,0.114294,-0.797573,0.742355,0.279369,-0.645526,-0.13576,-0.999694,0.105881,0.202334,0
0.377983,0.209949,-0.892422,-0.012063,0.253103,0.244343,-0.847634,-0.798059,-0.487072,0.82972,0
-0.21187,0.776292,-0.387639,0.092561,0.056327,0.209269,0.560672,-0.334722,-0.97598,0.290071,0
-0.174639,0.360591,-0.126989,-0.48397,0.071605,0.668809,-0.980474,0.945909,-0.917198,-0.111142,0
0.185188,0.195653,0.311255,0.573058,-0.400268,-0.441657,0.424045,-0.852724,0.588222,-0.182015,0
0.937651,-0.937766,-0.319713,0.227182,0.575918,-0.361614,0.07614,0.331595,-0.660549,-0.114088,0
-0.186065,0.849513,0.440562,0.013034,-0.694731,0.652743,0.2364,0.079988,0.040394,-0.954605,0
-0.916108,-0.687376,-0.788003,-0.999928,-0.356318,0.958758,-0.233861,-0.213683,-0.423777,0.252029,1
-0.038773,0.514099,0.801722,-0.957832,0.900665,-0.484516,-0.463355,-0.042793,0.702073,0.200551,0
0.173006,-0.417682,-0.024237,0.048973,-0.267321,0.071599,-0.892623,-0.263384,0.107482,-0.146735,0
-0.525586,0.046846,0.58681,0.645356,0.173598,-0.82082,-0.721899,-0.131807,-0.904182,0.343266,0
0.94143,0.721471,0.257643,-0.88591,0.48806,0.688019,0.183162,-0.075311,-0.06623,-0.967128,1
0.827197,-0.714463,-0.048683,0.985489,-0.959344,-0.154816,-0.667613,0.724534,0.901113,0.244584,1
0.64793,-0.971171,-0.633581,0.867958,0.186751,0.514689,-0.343562,-0.944058,0.855791,-0.250981,1
0.527776,-0.877872,0.141509,-0.790826,-0.821388,0.602021,-0.539689,-0.945264,0.905518,0.563824,1
0.266987,0.982995,-0.168566,0.523337,0.143624,0.059058,0.033699,-0.469328,0.757486,-0.656828,0
-0.776666,0.334342,-0.945131,0.381957,-0.238475,-0.821277,-0.651059,0.186909,0.246516,-0.246282,0
-0.936885,0.192667,-0.8361,0.090894,0.8075,0.869171,0.16555,-0.211776,0.194489,-0.844012,0
0.427198,-0.154027,0.340591,0.693723,-0.768043,0.609138,0.35507,0.946571,-0.563195,0.837269,1
0.282038,0.741692,-0.198638,0.760364,0.94111,0.495271,-0.70698,0.129944,-0.09722,-0.548287,0
-0.570229,0.737272,0.438157,-0.36839,-0.51815,-0.353881,0.698773,0.865729,-0.074464,0.475321,0
-0.389384,-0.713578,-0.072715,-0.53321,0.007622,0.9545,0.833569,0.787539,0.383341,0.918745,1
-0.348399,-0.460367,0.305509,-0.063111,0.32838,-0.710079,-0.983204,0.331015,0.270255,-0.418248,0
0.035983,-0.993017,0.992474,-0.146207,0.677365,-0.463371,-0.952057,-0.533558,0.322177,0.383111,0
0.456702,-0.875768,-0.995638,0.843938,0.742373,0.883013,0.414006,0.092832,-0.620896,0.143572,1
0.775307,-0.179261,-0.037679,-0.441238,-0.778088,-0.592064,-0.261182,-0.380909,0.271034,0.303309,0
0.266538,-0.167877,0.78872,-0.656458,0.921616,-0.126089,0.44219,-0.885925,0.730052,-0.133903,0
0.051173,-0.864657,-0.426373,-0.979801,0.478684,0.651949,-0.795548,0.290982,-0.257307,0.109054,0
-0.30019,-0.606284,-0.116339,0.019416,-0.001304,-0.434494,-0.211056,0.85615,-0.016253,0.788779,0
-0.346456,-0.149576,0.207018,-0.15461,-0.952242,0.129929,-0.194699,-0.467294,-0.334271,0.503141,0
-0.58951,-0.351569,-0.255021,0.375976,-0.067279,0.938795,-0.124526,-0.218354,-0.021194,0.105153,0
-0.542202,-0.688904,0.365745,-0.823089,-0.576437,0.850612,-0.301155,0.084089,-0.002872,-0.535238,0
0.359362,0.473121,-0.801096,0.459422,0.86771,0.407859,0.557622,0.311944,0.207188,0.874268,0
-0.098103,0.936616,-0.951254,-0.550751,-0.163837,0.845577,0.529277,-0.433602,-0.227835,-0.904381,1
0.438957,0.658677,0.016905,0.533555,-0.004854,-0.523481,0.407742,-0.779165,0.329619,-0.576519,0
-0.303377,0.275031,-0.080601,0.620681,-0.854836,-0.35881,-0.892482,0.592896,0.864585,0.893934,0
-0.411502,-0.036637,0.31926,0.071607,-0.725593,-0.649074,-0.890092,-0.243374,0.310813,0.78235,0
0.662222,0.141608,0.178027,-0.635758,-0.231012,-0.341278,0.791489,0.703164,-0.931473,0.900116,0
0.306219,0.619169,-0.510454,-0.97986,0.933712,0.067121,-0.547745,-0.414486,-0.504269,-0.138182,0
-0.81213,0.927432,-0.332074,0.797057,-0.07661,0.450026,-0.09276,-0.944566,0.875805,-0.93752,1
0.91057,0.424809,0.009643,0.927482,-0.881816,-0.230989,-0.665945,-0.943402,0.253886,0.444489,1
0.150373,0.933529,-0.815047,-0.088742,0.108364,0.309117,-0.511618,0.655643,0.189166,-0.41265,0
0.025998,-0.276053,-0.194865,-0.190497,0.559486,-0.339681,0.091637,0.143954,-0.02257,0.448736,0
-0.836954,0.002087,-0.94003,0.178152,0.615003,0.426105,0.872664,-0.418485,-0.122766,-0.767548,0
-0.140287,0.343484,0.156014,0.544938,-0.502325,-0.871673,0.652605,-0.185447,-0.025661,0.648613,0
0.503784,0.198344,-0.226573,-0.223042,0.462828,-0.742377,0.274323,0.697224,0.724092,0.336165,0
0.517036,0.398219,-0.508413,0.691933,0.136108,0.432055,0.901719,0.481285,0.133231,0.791018,0
0.732637,-0.967529,-0.363202,-0.999123,-0.032627,-0.504342,0.087678,0.08526,-0.274753,-0.080413,0
0.393998,0.924833,0.335778,0.080349,-0.486277,-0.28335,0.401573,0.975696,0.65236,-0.266778,0
0.581482,-0.201356,-0.195878,0.387455,-0.477467,-0.582936,0.718384,-0.271241,-0.12106,-0.088702,0
0.539319,0.927293,0.678751,0.559777,-0.654937,-0.952596,0.433451,-0.187027,0.603836,-0.531988,1
-0.666879,0.258921,0.167907,-0.3232,0.629498,-0.641059,0.842334,-0.15329,0.881565,0.820067,0
-0.20607,0.597402,0.123056,-0.128896,-0.893095,0.650971,0.208532,0.422095,-0.35485,0.710335,0
0.604436,-0.887602,-0.952827,0.820382,-0.286174,0.590445,0.158166,0.716074,0.458221,0.018651,1
0.494744,0.218374,-0.712708,0.759839,0.44138,-0.392024,0.046859,-0.523068,-0.206413,0.088475,0
0.207959,-0.534458,0.991423,-0.055243,0.844481,-0.060504,0.927893,0.809015,-0.555834,0.202228,0
-0.411486,-0.142542,0.502858,-0.581261,0.103453,-0.816782,0.891144,-0.369949,0.180236,-0.45211,0
0.959832,-0.509296,-0.74374,-0.428601,0.160924,0.578452,-0.884273,-0.585469,-0.251975,-0.997683,1
0.216339,0.294271,-0.979857,-0.020864,0.051793,-0.576126,0.492055,-0.242891,-0.70497,0.627008,0
0.452028,0.796828,-0.898087,-0.474322,0.658635,0.676869,0.402316,-0.835454,-0.968026,-0.939791,1
-0.734651,-0.790351,0.110581,0.239337,-0.502286,-0.552592,-0.226148,-0.727914,0.518962,0.210193,0
-0.729187,-0.47314,-0.745333,0.567647,0.949583,0.575047,-0.70168,-0.351701,0.247891,-0.199928,0
0.915,-0.706055,-0.516462,0.836679,-0.405357,-0.600376,0.774675,-0.989343,0.810003,0.754938,1
0.02334,0.318397,0.394162,-0.022169,-0.688352,0.167266,-0.475299,-0.780158,-0.711394,-0.908037,0
0.686441,-0.277746,0.166481,0.968643,0.181875,-0.984583,-0.20078,0.867735,-0.23176,0.578943,1
-0.018608,0.618028,0.822395,0.118357,-0.41533,0.398737,-0.930539,0.264155,-0.560137,0.232898,0
0.358436,-0.537847,0.97604,0.124586,0.227765,-0.900645,0.544291,-0.235903,0.076122,-0.502503,0
0.0822,0.21935,0.638395,0.306791,0.316108,0.838444,-0.835821,0.045289,-0.948239,0.707408,0
