@relation higgs

@attribute x1 {1.000000000000000000e+00,0.000000000000000000e+00}
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric

@data
1.000000000000000000e+00,1.484204,1.699521,-1.059474,2.700196,-1.055964,2.409453,0.457461,0.344982,0,1.414904,1.114226,-1.448867,0,1.012984,-2.056989,1.131011,0,0.905475,2.182369,1.043073,0,1.653626,0.993576,0.983322,0.74138,0.163382,0.592324,0.745138
0.000000000000000000e+00,1.057976,-0.160759,-0.194997,2.705023,-0.751477,1.909919,-1.031845,0.864986,0,1.300835,0.146738,-1.118743,1.107436,0.966971,-0.366657,1.108267,0,0.554725,-0.71419,1.505315,3.101961,0.954494,0.651039,1.12495,0.894001,0.672173,1.182358,1.316304
0.000000000000000000e+00,0.675304,1.120984,-0.280446,1.539555,0.734518,0.614684,-0.507023,0.794581,2.173076,0.21882,-1.894118,-0.580558,0,1.245682,-0.347542,-0.856156,2.548224,0.753102,-1.145593,-1.374784,0,0.90694,0.898339,1.119651,1.269073,1.088766,1.015413,0.914636
1.000000000000000000e+00,0.642728,-1.42984,1.519072,0.940999,0.887227,1.615127,-1.336836,-0.266596,1.086538,1.667088,0.655738,-1.588129,0,0.82823,1.836145,0.408191,0,1.708718,-0.346915,-1.182785,3.101961,0.92109,1.373362,0.984917,1.422878,1.546551,1.782586,1.438174
1.000000000000000000e+00,1.102447,0.426544,1.717157,0.934302,0.775743,1.279386,-0.249563,-0.926306,2.173076,1.066654,0.434264,0.680676,0,1.054079,0.003814,0.255084,0,0.743365,1.207966,-1.1506,0,0.708635,0.521908,1.054313,1.272654,0.834634,0.93498,0.865305
1.000000000000000000e+00,1.33011,0.201557,1.173393,0.135309,-1.083159,0.728461,1.109032,-0.539903,1.086538,0.462444,0.133138,-0.560584,0,0.479095,1.187137,0.657822,0,0.6701,1.007255,0.054775,3.101961,0.782073,0.672103,0.990002,0.734279,0.379074,0.76476,0.642924
0.000000000000000000e+00,1.289848,-1.423023,-0.687162,0.131103,-1.135935,0.82135,0.296053,0.167582,2.173076,0.696498,-0.469113,-1.151478,1.107436,0.939574,0.273248,1.640813,0,0.720485,1.105529,0.727328,0,1.006643,0.867914,0.99909,1.109608,1.125094,0.882899,0.859396
1.000000000000000000e+00,1.04791,-1.119144,-0.956825,0.995669,-1.550324,0.733316,0.28318,0.918761,2.173076,1.050413,-0.040737,0.108646,2.214872,0.943438,0.31967,-0.857821,0,0.628234,-0.325262,1.217316,0,0.873131,0.873374,0.976218,1.373094,0.887989,1.206525,0.999058
0.000000000000000000e+00,0.488268,1.697574,0.791094,0.893614,-0.709291,1.562727,-0.076273,1.738682,2.173076,0.624355,2.395468,0.522549,0,1.661202,0.265965,-0.218208,2.548224,0.94661,-0.07708,0.284508,0,1.674505,1.413676,0.987923,1.333243,2.004407,1.550748,1.216709
0.000000000000000000e+00,1.413196,-0.852277,0.310029,1.128018,-1.509792,0.819518,1.152602,-1.670277,2.173076,1.170273,0.100112,0.266218,0,0.85229,0.400682,-1.334338,0,1.370382,0.959784,-0.632312,0,0.889586,0.938041,1.745206,0.973918,0.677132,1.1357,0.972836
1.000000000000000000e+00,0.769919,-0.449054,-0.985677,0.965722,-1.30096,0.738721,-1.032835,0.874965,1.086538,1.369452,-1.18113,0.166903,1.107436,1.256571,-0.1218,-1.587852,0,0.599512,0.610832,0.115815,0,1.048223,1.105509,0.993322,1.131816,0.891868,0.97395,0.951233
0.000000000000000000e+00,2.468061,0.664192,1.023581,0.317203,1.40724,0.996228,-0.452561,-0.499988,0,0.348123,1.016117,-0.161104,0,0.97786,-2.634087,-0.285331,0,1.244541,-0.471839,1.463697,3.101961,1.005921,0.795294,0.99626,0.945199,0.32173,0.735165,1.470303
1.000000000000000000e+00,1.014419,0.012607,-0.484635,0.695256,1.701171,0.597096,0.076222,0.142635,2.173076,0.916829,0.684879,1.713214,2.214872,0.530903,-0.987447,-1.653866,0,0.962675,1.294579,0.263977,0,1.575766,1.067265,1.071992,0.805769,1.130206,0.838251,0.752052
0.000000000000000000e+00,1.250867,-0.75001,1.090164,0.461849,-0.380657,0.677161,0.339623,-0.711208,0,0.600937,-0.461342,-1.246909,0,0.822435,0.985062,-1.652756,0,0.753588,-0.907405,0.278959,3.101961,0.848267,0.842342,1.021281,0.665904,0.410987,0.606533,0.638353
1.000000000000000000e+00,1.11361,1.782309,1.450269,0.652963,1.513368,0.824831,1.850714,-0.480031,0,0.846071,1.157938,0.513672,2.214872,0.519839,2.685407,1.54207,0,1.042026,0.549203,-0.462506,1.550981,1.321421,1.036846,0.996771,0.824355,0.691858,0.803629,0.830536
1.000000000000000000e+00,0.657186,-0.900975,-0.85473,1.175676,1.486522,0.744583,-1.235832,1.648873,2.173076,0.660993,-2.099078,0.136942,0,1.780098,-1.03569,-0.212661,0,1.235778,-0.184515,0.783929,3.101961,0.861069,1.016243,1.044998,0.758731,0.898038,0.848685,0.765078
0.000000000000000000e+00,1.008929,-0.660405,-1.538874,1.315601,-1.692689,1.145548,2.024995,0.136537,0,1.063381,-0.539052,1.051857,2.214872,1.124328,0.548143,-0.887222,2.548224,1.016712,-0.057093,0.172416,0,1.07598,0.939188,0.973581,0.9325,1.346445,0.854128,0.82241
0.000000000000000000e+00,2.122356,0.791782,0.723401,2.438206,1.06443,2.691787,0.361409,-0.993385,2.173076,1.724626,1.203592,0.48815,2.214872,0.267471,-0.767167,-1.133524,0,1.371599,0.600838,-0.568497,0,0.727094,0.981466,0.988615,2.837283,3.3984,2.152293,1.568267
1.000000000000000000e+00,0.303795,-1.424971,-1.645962,1.165573,-1.468777,1.458387,-0.472365,0.509632,2.173076,0.867097,-0.308837,-1.605329,0,1.316633,0.1358,-0.331929,2.548224,0.852655,0.744083,-1.365351,0,0.7596,0.980398,0.985948,1.37584,1.308956,1.080864,0.956596
1.000000000000000000e+00,1.166683,0.556082,-0.910771,0.907789,0.050828,1.077759,0.387154,1.253049,0,1.213332,0.154509,-0.67266,2.214872,0.489281,-1.384315,0.703865,0,1.347745,0.691615,-1.502414,3.101961,0.86805,0.828958,1.087225,0.782245,0.87831,0.642207,0.620906
1.000000000000000000e+00,0.879725,0.617442,-0.648877,1.723515,1.10363,1.212788,-0.576339,1.21646,2.173076,0.781609,-0.913031,-0.102292,0,1.18281,-0.576015,-0.783486,0,0.432291,1.286251,-0.204472,0,0.879488,0.615956,1.70583,1.434932,0.598186,0.911286,1.007149
0.000000000000000000e+00,0.313312,1.256366,-0.903558,1.002314,1.290483,1.382628,1.295195,-1.528357,2.173076,1.160201,-0.765382,0.08035,1.107436,1.06005,2.308564,-0.339695,0,0.852412,1.128848,0.377734,0,0.910551,1.480035,0.988252,1.000419,2.975703,1.837138,1.443828
0.000000000000000000e+00,1.263495,0.596015,0.460397,1.063338,1.059895,0.709223,-0.612978,-0.687924,0,1.464132,1.079256,1.174474,2.214872,1.410591,0.368824,-0.595986,1.274112,0.611195,0.292693,-0.893675,0,1.175428,1.244221,0.987956,0.905143,1.622874,1.441601,1.222068
1.000000000000000000e+00,1.121114,-0.378928,1.363156,1.45057,0.782215,1.087653,-0.803102,-0.792701,1.086538,0.515323,0.368211,-0.665447,0,0.707754,-1.372482,1.448874,0,0.579309,0.440936,0.237896,3.101961,1.335789,0.869061,0.984373,1.45881,0.905457,0.949501,0.863412
0.000000000000000000e+00,1.205115,0.91645,-1.208732,0.354093,-0.705644,1.124387,1.044667,0.787374,0,0.488506,-0.457457,-1.032744,2.214872,0.388299,1.276341,0.00046,0,0.443488,-0.889083,1.402656,0,0.842202,0.653404,0.986041,0.499786,0.532321,0.580379,0.588988
1.000000000000000000e+00,0.420372,-0.721765,0.731724,0.884819,-0.723948,0.740828,1.243703,1.618937,0,1.248207,0.280787,0.076466,2.214872,1.085164,0.330593,1.241958,0,1.024744,0.086153,-0.955271,1.550981,0.918797,0.9273,0.989288,0.743531,0.823612,0.922827,0.798417
0.000000000000000000e+00,1.380255,1.42681,1.104591,1.788419,0.981817,1.955448,-0.205003,-0.852019,1.086538,0.901343,-0.193243,0.854337,0,1.171921,0.352439,-0.512218,1.274112,0.445435,-0.157864,1.420968,0,0.403355,0.881571,1.00006,2.450095,0.804279,1.607648,1.272258
1.000000000000000000e+00,0.703853,0.36908,-0.229954,1.166762,-1.42976,0.721224,0.011857,1.507507,2.173076,0.683278,0.02823,0.688443,2.214872,1.012808,-0.763526,-0.222091,0,0.930302,0.081989,-0.753283,0,0.864805,0.748235,1.107407,0.834873,0.696142,0.681356,0.604386
1.000000000000000000e+00,0.69452,0.419726,1.202801,0.769441,-0.910608,0.829778,1.168446,0.075556,0,0.393574,0.391524,0.509788,2.214872,0.747093,1.559429,0.835337,0,1.089977,-0.421869,-1.160588,3.101961,0.973127,0.653715,0.986719,0.687733,0.652318,0.7836,0.702941
1.000000000000000000e+00,0.31203,1.721923,1.410874,1.133048,1.163071,0.756309,1.210036,-0.699566,2.173076,0.755421,-0.053365,-0.138911,2.214872,0.811546,-0.1928,1.1532,0,0.84657,1.297911,1.681777,0,1.009978,1.000071,0.996305,1.118379,0.930946,0.859875,0.793965
0.000000000000000000e+00,0.430986,0.571666,-0.683833,2.262183,0.154637,1.177519,0.178216,-1.429124,2.173076,0.462695,0.648938,0.544188,2.214872,0.756577,0.955024,1.5515,0,0.657686,1.073048,1.063605,0,0.344277,0.840333,0.985786,0.580132,1.095774,0.957484,0.821119
0.000000000000000000e+00,0.308736,-1.950914,-1.228707,1.59151,0.769538,0.633464,-0.197081,-1.567718,1.086538,0.89807,-1.885376,-0.25709,0,0.896723,-0.932832,0.930751,2.548224,1.279835,-0.43103,-0.79934,0,0.921352,0.861753,0.990149,0.812219,0.831039,1.025811,0.895353
1.000000000000000000e+00,0.457889,0.12851,-0.519036,1.194679,0.736832,0.533704,-1.316041,-1.729041,0,0.686552,0.350726,1.103456,2.214872,0.911475,1.048779,-0.218763,2.548224,0.808355,-1.014007,-0.367061,0,0.887521,1.370768,0.984329,0.870676,0.852205,1.23783,1.005916
0.000000000000000000e+00,0.637055,-0.037065,-1.731966,1.253907,-0.424851,0.485701,0.090085,0.023999,2.173076,0.675472,-1.118962,1.64386,0,0.494198,-2.085207,0.544101,0,0.386044,-0.238648,1.091905,0,0.912674,0.912207,1.144213,0.697907,0.525,0.740823,0.726264
1.000000000000000000e+00,0.975805,0.291162,-1.128277,0.667557,-0.540491,0.949784,2.025985,1.059572,0,0.677739,-0.571107,1.306524,2.214872,1.199142,1.292726,-0.272572,0,0.601702,1.123851,0.824993,3.101961,1.890821,1.02571,0.990178,0.813684,0.693468,1.131173,1.18149
1.000000000000000000e+00,0.534753,-1.390882,-0.825323,1.343023,-1.448913,1.110554,-0.851623,-0.483911,0,1.676909,-0.7003,1.069057,2.214872,0.622929,0.018378,-1.653311,0,0.924947,0.350158,0.169087,0,0.851973,1.024552,0.985858,1.447212,0.755299,1.272672,1.137773
0.000000000000000000e+00,2.638076,1.288507,-0.280446,0.991172,0.872442,1.152419,-0.702098,1.551303,2.173076,0.642863,-0.767325,-1.689108,0,0.746566,-2.603138,0.906898,0,1.258658,0.985602,-0.759387,0,0.889108,0.937396,1.931391,2.568705,0.708575,1.666124,1.322342
0.000000000000000000e+00,1.54057,0.058384,1.22666,1.216691,0.659758,0.524451,1.039716,-0.639694,0,0.709214,-0.22627,-0.727033,2.214872,0.54267,1.360084,1.72014,0,0.980931,0.326006,-0.429211,3.101961,0.842406,0.839326,0.987979,0.882008,0.311261,0.754154,0.792242
0.000000000000000000e+00,2.559199,-0.021481,-1.61489,2.095008,-1.334594,1.719834,-0.640704,0.032869,2.173076,0.736913,-0.413745,-0.379152,0,1.158223,-0.59786,-1.607823,2.548224,0.84657,1.548591,0.846634,0,0.979675,0.95063,1.003843,0.748132,1.750931,1.605655,1.295002
1.000000000000000000e+00,1.925256,-0.859095,1.353168,1.768525,-1.452244,0.756034,-0.341655,-0.809332,2.173076,1.733943,-0.849892,0.150813,0,0.94414,-0.37576,0.931861,0,0.606084,0.624157,-1.039062,0,0.964365,0.930907,1.474189,1.062426,0.529717,0.906507,0.818525
1.000000000000000000e+00,1.54478,0.059358,-1.731966,1.034155,0.807373,2.466799,-1.236822,-0.565407,0,1.932619,2.370212,-1.638618,0,3.921273,-0.645193,0.726609,2.548224,1.842836,-0.21866,-0.526876,3.101961,2.291639,2.692235,1.318795,1.447442,1.914337,3.175612,2.387144
0.000000000000000000e+00,1.199625,-1.017851,-1.173221,0.844997,-0.439243,0.600577,-0.813994,1.627252,0,0.706067,-1.10342,0.84546,0,1.111156,-0.535964,0.423723,2.548224,1.038131,-0.456015,-0.629537,3.101961,0.923291,0.890069,0.989943,0.886926,0.667472,0.658215,0.693685
0.000000000000000000e+00,0.608871,-0.521127,0.28728,0.649669,0.197985,0.511168,1.236772,-0.670184,2.173076,0.648025,-1.192787,-1.685779,2.214872,0.363536,1.443827,0.0637,0,0.450547,1.152167,0.677386,0,0.432535,0.925063,0.983252,0.770114,1.497139,0.925299,0.730882
0.000000000000000000e+00,0.318253,-1.381142,-0.249929,2.482426,0.95748,1.382719,0.000965,-0.221692,2.173076,1.044747,-1.564823,1.524572,2.214872,0.903572,2.253038,1.644696,0,1.349449,-0.540963,-1.383108,0,0.992156,2.145755,1.09095,0.821292,2.374659,2.312882,2.267423
1.000000000000000000e+00,0.946889,-0.329256,-0.032978,0.020387,-1.380648,1.244576,0.865436,0.799016,2.173076,1.13011,-0.012568,-1.687998,0,1.371076,0.681039,-0.931046,0,0.982391,0.958119,0.01926,0,1.001405,0.587428,0.524561,0.859616,0.892176,0.820417,0.69721
0.000000000000000000e+00,1.147284,0.50154,-1.131051,1.236923,-1.061453,0.869078,0.811963,0.520165,0,1.010753,0.808243,1.345917,2.214872,0.634696,1.283623,-0.138326,0,0.53793,0.612497,0.123584,3.101961,0.847642,0.987193,0.993202,0.676744,0.594507,0.704169,0.777953
1.000000000000000000e+00,1.027779,-0.732479,1.242751,1.198099,-0.03189,0.756492,-1.491312,1.403839,0,1.343013,-1.475456,-0.262638,2.214872,0.483486,-2.591305,1.685746,0,0.707341,-0.686707,-1.342044,1.550981,0.830829,0.685982,1.401884,1.09281,0.790871,0.828685,0.856211
1.000000000000000000e+00,0.302697,1.225199,0.629074,1.255721,-0.601903,0.897384,0.528757,0.974198,2.173076,0.913304,-0.667273,-0.299256,2.214872,0.991031,0.559976,1.376204,0,0.533792,-1.175574,-0.67171,0,0.770995,1.005909,0.98775,0.700258,1.491332,0.876228,0.756521
0.000000000000000000e+00,0.534204,-0.765594,-0.533463,0.973645,-1.501284,0.796525,-1.573501,0.323362,2.173076,1.137286,0.271074,-0.99779,2.214872,2.433761,2.00272,1.210338,0,1.955533,0.216073,-0.272171,0,3.588064,2.57324,0.989134,1.250631,1.990391,2.741756,2.023309
0.000000000000000000e+00,0.458621,-1.448346,-0.858059,0.262287,-0.304486,0.759607,1.090218,-0.338111,2.173076,1.075594,-1.079136,1.150616,2.214872,0.356687,-0.614245,1.522099,0,0.505557,1.609387,-1.293212,0,0.841969,0.865671,0.988001,0.934748,2.209198,1.120164,0.920283
0.000000000000000000e+00,1.075544,1.911847,-0.667187,0.617609,-0.665035,0.496053,-1.523989,1.127206,0,0.943899,-0.870291,0.103098,2.214872,0.935359,1.242662,1.271359,2.548224,1.235048,-0.511814,-1.578437,0,0.961229,1.036011,0.974998,0.871588,1.634393,1.177894,1.28518
1.000000000000000000e+00,0.44215,1.823215,-1.465632,0.988438,-1.564638,1.443821,-2.428069,0.846138,0,2.252414,0.524602,-0.14113,1.107436,2.365971,0.327862,-1.663296,0,1.063933,-0.091238,-0.787687,0,0.656742,0.900454,0.991282,0.833515,1.460131,1.053027,0.845416
1.000000000000000000e+00,0.575198,-0.588331,1.555138,0.501311,0.137158,0.406553,-1.782439,1.262473,0,0.348123,-1.979599,0.11142,0,0.942209,-0.695257,-1.028124,2.548224,0.606571,0.405957,-0.666716,3.101961,0.694932,0.884014,0.987182,0.704731,0.427551,0.633945,0.590058
0.000000000000000000e+00,0.998864,1.633292,1.531834,1.018999,-0.793036,0.613036,-0.171335,1.109466,1.086538,0.81724,0.618825,0.904272,0,1.224608,0.506271,-0.244281,0,1.189044,1.033073,0.553086,0,0.991599,0.947764,1.210699,1.278407,0.973081,1.015395,0.923845
1.000000000000000000e+00,1.175101,-0.642874,0.099182,1.272568,-0.627328,0.583721,-0.132716,-1.130316,0,0.561278,0.22639,1.220525,0,1.565137,1.089741,1.382306,2.548224,0.521622,0.665798,0.62356,0,0.936089,1.04334,1.030461,0.500409,1.077499,1.064285,0.881623
0.000000000000000000e+00,0.732585,-0.48996,1.684976,2.277782,1.609401,1.371635,-1.278412,-0.212267,0,1.101656,0.959777,1.196667,2.214872,1.219163,-0.308401,-0.174939,2.548224,0.483407,-0.241979,-0.916427,0,0.98155,0.781681,0.987682,1.977508,1.457627,1.475557,1.44543
1.000000000000000000e+00,1.792391,-0.343865,0.136358,0.840608,-0.81306,1.684932,0.62481,1.498637,0,0.547554,0.58677,-1.315153,0,0.805575,2.247577,-0.159961,0,1.011113,1.328725,-0.284934,3.101961,1.159611,0.878366,1.282771,1.101908,0.298584,0.793002,1.009744
1.000000000000000000e+00,0.640532,1.633292,0.000971,1.118375,1.009678,1.012718,0.749579,1.516377,0,1.437944,0.525573,0.357765,2.214872,1.648558,0.174941,-0.914958,0,1.60527,-0.493492,-0.864265,1.550981,0.844994,0.645212,0.986825,0.815211,1.472322,1.008878,0.964736
0.000000000000000000e+00,0.44215,0.275579,0.929254,1.638389,-1.071926,1.752263,0.460431,-0.801571,2.173076,1.436433,-2.550767,0.752249,0,1.423586,0.492617,0.58737,0,1.545392,0.634151,1.463142,3.101961,0.520642,0.675036,1.147675,0.917361,1.57373,1.078235,0.925836
1.000000000000000000e+00,1.151859,0.872622,-1.399604,0.2898,-0.263723,0.830786,0.373291,-0.287662,0,1.156675,0.599398,0.722843,2.214872,1.55021,0.877653,1.526537,1.274112,1.282512,0.870672,-0.714439,0,0.798376,1.180617,0.987914,0.758009,0.975191,0.986925,0.872314
0.000000000000000000e+00,0.545733,0.444076,-0.291543,1.428519,-1.480271,1.473868,0.659468,-1.103706,2.173076,2.622066,0.48089,0.53753,0,0.68545,-0.777179,1.057786,2.548224,0.563731,-1.013174,-1.034623,0,0.413183,1.265252,1.073085,0.853684,1.564818,0.916527,0.798978
1.000000000000000000e+00,1.274475,-0.150045,-0.628347,1.824411,-0.101021,2.833045,1.928942,-1.62759,0,1.361143,0.039887,0.110865,2.214872,2.689641,0.230466,0.573502,1.274112,0.776469,0.381805,-1.153374,0,2.073954,3.254603,0.989749,1.344237,0.85136,2.495853,2.298571
1.000000000000000000e+00,0.625342,-0.505544,1.262726,0.813902,-1.313514,1.227628,-0.9249,-0.091414,0,1.216605,0.430379,1.587822,2.214872,0.976103,0.010186,-0.290878,2.548224,0.518214,-1.251361,0.127468,0,0.920571,0.749715,0.985983,0.64656,1.176703,1.064228,0.928559
0.000000000000000000e+00,0.667251,1.941066,-0.187785,0.445761,0.505759,1.048536,0.577279,1.737019,1.086538,1.50845,0.765503,-0.322559,2.214872,0.929564,0.074813,1.092734,0,0.676915,-0.441857,-0.885907,0,0.929881,1.234605,0.988369,0.753849,1.785016,1.220552,1.047213
1.000000000000000000e+00,1.864314,0.056436,-0.290433,0.55035,0.224121,0.604424,0.555494,0.877183,0,1.059982,-0.37489,1.727085,2.214872,0.824015,-1.419815,-0.485036,0,0.816874,0.924806,1.317755,0,0.510236,0.915953,0.989711,0.820723,0.440589,0.842162,0.785444
0.000000000000000000e+00,0.73167,-0.712025,-0.453563,0.450926,-0.392347,1.166526,0.447558,0.948697,2.173076,0.920229,0.119539,1.608906,0,0.926051,1.52848,-0.665882,2.548224,0.614846,0.689117,-0.687248,0,0.930004,0.982858,0.986666,1.116929,1.53914,0.967098,0.852007
1.000000000000000000e+00,1.064564,-0.610733,-0.375327,1.116063,0.98982,0.582255,-1.433878,-0.946263,0,0.986328,-0.549737,-1.02997,0,1.144876,1.286354,0.130268,0,1.168598,0.648309,1.055836,3.101961,0.935768,0.946339,1.423623,0.844852,0.724028,0.72825,0.716882
1.000000000000000000e+00,0.909738,-1.631452,-0.125085,1.964219,-0.646497,1.310075,-0.926881,1.357272,2.173076,0.444817,-0.371976,0.368306,0,1.187727,-1.480802,0.594582,0,1.40738,-0.138709,-1.52905,3.101961,0.984452,0.993114,0.996019,1.61869,0.930298,1.158537,0.97907
0.000000000000000000e+00,0.512425,0.589197,-1.486162,0.551807,-0.637134,0.438524,-0.92292,-0.21005,2.173076,1.265708,0.444949,1.367555,2.214872,0.365819,0.425259,-0.052342,0,0.640891,-0.053761,0.68571,0,0.359593,0.633074,0.983355,0.645039,1.36205,0.813977,0.639475
1.000000000000000000e+00,1.376777,-0.587357,-0.868602,1.734664,-1.398652,0.432569,-0.27729,0.236325,2.173076,0.920732,0.320614,1.151726,1.107436,0.330168,-0.050801,1.365664,0,1.935087,-2.211606,0.027584,0,0.635049,0.757874,0.987705,0.979984,0.739956,0.922678,0.794225
1.000000000000000000e+00,1.82515,0.661271,-0.884693,1.030477,0.833464,1.565476,2.020044,-0.008812,0,1.34125,0.816986,1.398071,1.107436,1.286075,0.089377,-1.706011,0,1.295169,1.03224,-1.295432,0,1.000035,0.904121,1.899532,1.042959,0.663305,0.883202,0.810356
1.000000000000000000e+00,1.477432,0.8697,0.36718,0.642664,0.023532,0.425332,0.140587,0.632149,0,1.339865,0.220562,-1.515446,0,0.334383,0.049326,-1.312149,2.548224,1.172249,1.079711,-1.022415,3.101961,1.498875,1.109087,0.983776,0.653896,0.339929,0.633222,0.749666
