@relation sphere
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute res {0,1}

@data
56.06377775,-13.71217365,-43.11357231,42.33274253,9.439804109,65.31590372,47.30498531,-44.70391007,0
2.418677051,38.56676798,49.32508526,-53.03966456,-33.57125617,-6.146587981,24.2411128,31.42583003,0
-21.50713082,44.00290812,-34.71432209,-66.92574098,7.696041686,2.707422153,16.3378031,5.072902594,0
61.75697627,-73.80097916,-24.62463997,12.10779043,27.50786579,88.58801853,-53.39171186,68.08466291,1
-80.85775742,-25.00034827,98.93043042,-34.83138374,76.54928768,-38.95767694,70.23930363,61.7656298,1
42.87885511,-38.22629249,-89.30314601,12.38646796,-37.23393974,-15.61289736,-87.2904551,89.70696514,1
-97.77034683,-68.83243836,63.27906738,10.67390414,99.17069064,88.14246526,97.00283044,40.5154949,1
-99.39743094,-39.57005056,-49.25373026,32.99363078,1.456169075,59.39978419,87.8066246,40.52593408,1
48.98787025,38.26556883,-6.58872189,-66.42299851,75.05412965,49.09194795,49.22160058,68.17796792,0
59.53572988,13.11411712,-31.98559829,-64.55934596,57.66312833,77.50898303,-85.59569616,27.08113975,1
46.67378568,89.87390985,88.76567105,-80.30358011,19.60412532,40.20197505,-98.32378485,-4.598028511,1
79.79408144,3.518565946,-33.35675249,33.37728379,-2.169303836,-48.44996682,68.2819534,-89.67249694,0
-87.9340208,27.51022471,7.089733752,46.0442317,-8.927674325,73.64944966,-16.12880129,73.58641788,0
-45.86080106,-30.88805091,23.4875451,-38.47121426,27.15058618,-80.96516256,-25.05036844,40.33098265,0
52.71029677,78.38218778,-37.89804111,24.40180873,-30.76362709,-85.76584798,14.75897233,83.63893107,1
-71.19634574,93.62394104,31.67252486,-9.227565564,37.96053815,-28.77375087,-45.77777472,-8.843792769,0
65.74626025,-56.08043238,-47.48962368,-48.13148903,17.65107787,-6.816908601,94.44734426,96.49763325,1
85.91232994,68.74354503,85.73184538,-19.0410248,-32.01710471,-7.688993881,-27.96548062,-62.01514864,1
65.34910445,-26.55592193,8.791409725,-25.55250685,47.58131966,-81.49678113,35.9792813,18.27030743,0
-73.85995357,93.86683917,-99.74003876,-79.46474338,97.81013899,-99.27955995,-72.45153829,-5.26377588,1
-87.50817636,23.07701434,57.09159833,99.27234784,35.32870921,26.29800025,89.13702024,-55.97894439,1
72.34197977,-48.99339165,40.65636139,36.29978407,49.54380715,83.46624619,-34.34300396,77.23324954,1
88.38103981,-71.1794985,32.23190843,12.78190303,92.35595046,85.61387077,20.59738495,-84.05620928,1
-7.262523519,-78.85452961,11.88214677,57.46267335,-58.05613861,-4.179104187,-86.26299278,-82.78871668,1
97.7798075,-98.34790331,-30.73864525,93.19062901,-17.10866159,42.5934305,74.02364967,-64.852828,1
90.96033259,13.3685938,56.18667501,-79.89952173,-10.9016804,-2.730429961,-96.44922756,-17.58269892,1
75.69542068,-8.849677782,-59.55407406,-28.66491574,92.55982828,-29.69840631,-9.494848177,79.90774047,1
-93.26893099,73.9746729,25.77561042,53.8416393,-48.00797802,-21.57703821,74.18078283,25.10019843,1
75.18392283,68.693617,61.56602826,-63.89790231,76.91067277,74.2506111,24.91922065,32.70298614,1
85.40390513,-24.86875245,13.33850464,-88.53816656,71.56035428,56.36808092,-74.92178607,-95.5167608,1
-61.98690286,-16.91656223,21.83040104,-59.71360616,29.03124134,-53.7195023,61.51545079,61.86686264,0
-92.98683538,-87.42870809,-51.54732363,21.10102381,-87.33605129,-94.87451153,97.40373197,-50.98720451,1
-20.32758594,-5.585081645,99.69274962,95.00325598,-52.6799719,74.52642397,-30.34403439,-49.31829293,1
-2.411857097,93.07032935,53.10335354,62.30615087,88.82080976,-30.97847566,-2.04064167,-91.02848206,1
65.8578331,-77.89868962,-96.22487855,53.56377685,45.91535969,-76.7666996,-33.00056288,-88.43818505,1
72.50473822,-27.26102224,-84.99941022,-10.13213987,-23.40208057,-33.93254836,50.17751155,-6.180143497,0
-87.06298626,-13.44540681,10.24151566,23.69192664,-13.482784,74.72401413,14.5408339,-5.063533893,0
36.68713392,20.72332721,-55.51596199,62.5628172,4.888384139,61.92841592,-51.87869621,-94.40852314,0
99.97269908,-14.09234827,-16.66771543,42.27200266,83.13416832,-78.16867065,-57.38078631,-28.18366316,1
-76.25426922,-84.86574515,-23.91619451,-56.35954273,28.99207457,-5.57283983,89.97960727,59.55772419,1
-0.275901907,-59.15823277,-26.84430532,-69.33413931,-13.30613724,73.53337624,79.57506024,9.511102119,0
-14.4940698,24.03358481,47.45902932,-36.45185559,73.07556457,5.236775724,23.864151,-2.667900154,0
-86.66693705,-62.97433879,97.14490922,61.26851738,78.52030384,87.68773438,-56.35014873,-96.28805999,1
90.29081901,-35.89631631,40.53169523,29.72432869,11.99789506,71.32536584,-82.27064728,74.22668667,1
77.56090921,54.33743427,6.013728279,0.193001599,18.80864179,-75.37150723,-78.00929608,-57.59266896,0
-47.56514326,7.316316024,87.82878135,89.5054857,32.32091993,-28.14422272,15.55550162,18.75931683,0
83.64356302,-66.83932369,74.32781935,-15.02123058,80.37528022,19.22286523,86.89147156,-94.4028023,1
-31.54695515,62.79471925,75.30846141,93.29206936,-49.55406978,38.45746351,17.35954801,58.66088186,1
-89.06452915,90.47092564,9.767676317,56.77935074,-48.03326292,-73.23915731,80.07203317,-48.66878295,1
51.80626608,32.65595574,13.32286001,-58.6218026,-29.80957304,86.40493537,-88.59660646,33.46829031,0
-12.43660843,-69.58939496,-92.11413535,88.50563089,-4.985244168,-90.4705746,-35.16715808,-31.36710685,1
39.09499954,66.81256383,78.81802305,-68.3221629,-52.86972682,97.41173839,53.44004774,47.26983528,1
14.29145801,-22.28898011,-62.21968266,-18.99590878,66.64572202,49.18779132,-49.73214708,98.4329235,0
-79.47662959,70.33369164,-28.12622549,19.19661331,-84.94366445,83.28231216,9.970555236,20.04287813,1
-33.86160866,82.97554192,76.12709895,18.71970896,-57.02763986,59.54698678,84.97626503,46.13134016,1
-93.99240259,-59.00740827,82.40377353,77.47133352,41.1702993,32.7104911,-89.18159502,58.22288735,1
21.14140139,88.58948077,40.51034108,88.98587855,-78.62279205,-25.35322595,9.816669697,-6.847021268,0
-52.83044506,-51.77884034,2.287915284,21.33831096,-54.49968222,-93.25677424,-58.50816368,37.92159546,0
-78.7153366,48.14146585,72.4691102,12.57162367,-96.09052273,-81.30329739,49.96299064,48.26239394,1
32.036186,-93.87742301,-69.05090825,-30.94131952,-14.13238947,74.06296668,-84.00076994,72.33139366,1
-0.486852334,48.3486125,-30.88461806,3.029793101,-31.09610316,-0.916954793,25.82993312,-4.313335158,0
-7.530805028,-46.75898372,-54.74462944,-80.31303735,-78.31628262,46.4330569,40.5457958,60.9064376,1
89.04631206,21.31838642,76.26694726,73.59153358,-4.382838485,97.88263168,-50.93064095,27.04517222,1
-65.8955613,16.9248641,43.9971362,29.84053997,-88.58705408,-93.71422658,-5.543376027,-78.67916923,1
32.49636347,-22.47874956,59.52140876,-25.11589345,-68.42690639,58.56509829,-25.08641181,-18.09558263,0
-13.43983684,34.24382998,-34.13256532,84.52112051,-9.889686103,-75.66869847,56.2064175,-41.87269408,0
53.24911059,17.01863532,29.14724117,52.18681509,6.885136502,-6.526343532,-93.37028844,18.27522315,0
59.99059135,-62.89697558,13.99421892,48.17713021,-13.45681234,26.31519988,-18.77913813,5.14849989,0
21.24481962,-50.91618163,-27.49052738,44.29168171,25.53627539,98.15151834,62.72580278,-46.95559699,0
-39.92900595,-58.13830009,38.15947944,-29.96432374,-21.49929995,23.33718298,80.65105757,-80.66288884,0
50.48906243,59.21320208,16.33800288,-60.61875281,89.55221814,87.2810434,21.91047675,-28.60026782,1
-51.49940784,-66.95494089,42.45082008,-5.45489135,-62.94593325,-76.14270657,79.65185293,69.99838733,1
-27.98449965,61.80979424,68.85106603,-76.12667999,-11.61307228,-78.3474933,-24.88200404,-0.234385423,0
-28.40714681,73.5265912,-84.908624,33.10780869,-75.14006486,3.680453441,35.66759209,99.62283008,1
-73.92581419,51.75423961,36.65246999,5.021094562,16.38544789,-60.580481,89.59336895,-7.615557523,0
-22.63652232,-56.33468077,69.2700236,49.35207948,-13.88525096,16.20290756,46.01711201,-65.3971847,0
-56.2330579,52.94956575,-62.23113287,59.48409953,63.10536471,39.11821529,20.72803342,99.88881141,1
95.38446735,58.62350193,15.88149183,4.437521995,-33.66155148,74.87948392,14.12577566,96.28585173,1
85.99000875,15.01297656,-19.80906523,-24.87404918,91.82653295,-28.49114787,73.47823342,8.018785479,0
7.666855415,-37.16929807,31.04880312,-59.75483703,-36.32365188,87.06697358,-56.97572457,94.92523622,1
-43.74498552,7.843007572,-38.95241008,15.59158513,82.62458059,-40.76726772,40.32456376,-65.8191303,0
48.79407935,-35.52931861,-18.13465169,26.61269719,-29.50542084,19.25887082,48.05228174,90.93164119,0
29.37334526,-73.74023977,-41.19400664,-15.59535287,-34.68653218,-20.85964943,-98.31887441,94.83985635,1
9.728964296,18.40148055,11.67078593,-86.08875072,54.3102996,-90.39835127,7.068383519,24.85583843,0
69.83893228,82.04709424,58.79876288,-84.57743989,52.40972911,-93.9815845,-40.27055567,-60.04243047,1
-70.23979922,-4.392296442,-74.162816,-42.62449366,-24.9635823,-39.74505021,41.76396203,53.90459122,0
85.80971228,-41.56454733,-50.36006657,33.76861256,43.64801821,-93.09809505,-11.41940878,84.06273102,1
2.318859468,-31.42368006,-67.7578014,93.3649917,-85.09931539,-85.66561977,67.79895349,-64.27867859,1
-21.36346129,67.01654014,-49.07800315,18.9927241,-73.64068918,27.8372339,42.03799384,-81.07065799,0
-48.68650011,28.99059515,-42.0714996,-37.64033982,-52.19700181,-75.38646898,4.510177568,52.21541885,0
-96.62260603,68.26424121,-91.16156241,-8.264222974,41.22855011,5.652174469,84.04049787,-53.67117062,1
-68.48857102,-8.169206786,65.37815161,12.50374709,-76.88137053,14.22013437,1.018263048,70.56983751,0
80.92256451,69.98398987,-73.43622705,-78.44750772,88.12182597,-23.41744929,77.07958561,-77.35620926,1
41.24114948,-66.90717844,-26.84235353,-36.05875974,22.82791462,-93.37049985,-85.21590737,-49.77235106,1
20.42650043,-80.02534061,-74.91315114,-11.0467665,-31.4657824,-35.16384263,82.36891792,-83.43591818,1
75.84078387,11.61082522,63.32922857,-52.60058909,91.55929418,37.46736652,-6.244232825,80.23864764,1
89.2149042,83.33435207,92.98215473,-46.40148932,82.09734454,-2.492868164,55.22766886,43.96628923,1
-6.683896115,61.28166136,-93.98518312,-63.59954521,44.93449647,51.39789205,48.04979153,55.9367107,1
82.42083821,-72.62673426,-76.76747244,-20.52924227,-48.8604753,32.62678865,-45.80922525,-25.47646846,0
-47.4899947,-57.60278243,3.968024413,-4.263795555,-72.37190552,-59.17265384,-25.95475673,23.21130973,0
-40.51525481,-58.36032229,-8.869396116,-67.12130232,24.29571871,-14.00800648,-32.15292126,27.11128545,0
27.7283051,-46.86207034,-69.5726619,-67.05347784,-15.59454538,-76.19243098,93.98290635,-92.13991971,1
60.22850694,96.78030651,-79.08889777,-66.36510517,-55.00068094,-10.23749817,91.84048728,-14.40578745,1
-1.341618011,-33.57700623,-88.16810054,-73.66833854,-81.98037114,-53.48011812,17.16156332,-70.80143783,1
-87.31433831,-47.25246735,-49.28420215,-57.13249633,57.70634622,84.61834424,96.77215711,-28.80361284,1
-47.68454308,-1.943928007,-60.05547495,-65.71373678,46.74031767,-35.02147457,54.94899767,-26.96815806,0
43.59953086,-67.96582081,-60.15536733,-2.958973224,71.63356546,89.35818537,-87.90329107,93.61637925,1
-64.66177754,14.72592166,-65.38565004,47.93940971,-90.41650578,95.72513994,-60.80095249,-60.0816496,1
-78.34945497,-23.23963923,73.59290038,-31.46706231,6.920979708,-40.17056132,79.46312352,-32.75507369,0
12.44805475,-46.32057527,86.55590884,-35.09072482,-73.10521007,-51.74397512,87.64298832,-9.507572204,1
96.61826755,6.477044657,63.93383685,32.73159232,-26.16826481,95.72624048,-14.77041289,-32.55020726,1
-1.614648954,56.84824429,5.508009528,27.38986441,83.93535705,44.73359951,-33.87158929,-19.34186959,0
58.60027644,-21.11264001,-45.11566378,-96.82798561,4.053959492,-36.79634432,40.79515624,73.68084089,0
38.49269181,91.18193078,-73.36295923,-80.45358995,-57.40659755,-25.45567972,62.22130247,60.35128231,1
-83.57092291,-33.28306641,-99.96823664,38.23288203,63.69455398,-40.3732928,-98.78329567,90.26810804,1
-93.12297381,-60.10121174,-52.63025017,94.79239373,-48.89213576,-59.79219403,-1.959982031,-27.15480075,1
-22.63340363,77.48637158,-94.6276208,64.77642948,-8.243143398,11.13284327,19.81484022,50.63813261,0
-93.17842812,74.35096875,-14.07169805,14.34512789,-5.052876765,-60.03757751,-49.03257926,57.017954,0
-69.98905048,23.52012372,2.67199047,-86.28893754,-82.77437342,30.31496412,36.1602555,19.96775842,0
-68.86988938,22.47276396,-92.64886582,-31.10606108,-3.423561681,17.72289959,7.173473222,-12.87111802,0
27.10388071,-24.46479974,16.53046612,-41.19928894,-55.33136349,-8.661433787,35.94163399,-54.77093426,0
-94.91953532,85.71873818,-56.10497767,-38.34333084,86.93019771,6.667778766,99.86720052,86.56596029,1
20.16036258,-66.33806163,-74.90424625,11.79997066,-21.08554675,62.04971319,21.17416867,53.10755265,0
-10.05450027,76.89880163,-81.66850667,-31.163499,-74.12790792,-17.9840402,-34.58506784,-83.2491457,1
-29.98002493,88.82447055,-22.03692837,16.44642868,95.92758723,92.81075039,67.35439255,43.92567577,1
14.7388729,-59.2144716,18.92227789,-61.20085371,87.20787206,90.2487168,87.90252943,64.46510386,1
-83.29169364,-18.82098755,91.16142423,-27.46791427,94.93325516,-85.83382112,0.115840715,-46.87601767,1
-54.93559235,-89.14563513,-43.46603029,35.26362085,-30.15923055,-11.18609009,-1.823511198,79.83245713,0
50.97895949,82.42033503,13.09878726,-65.34168625,25.74916823,-22.97313511,15.54762845,-65.63048466,0
-85.00385351,-66.53944015,26.336079,10.17647526,82.16881138,-98.56041676,82.19736589,-75.57703826,1
-31.06253956,-71.27165897,-95.45371862,-27.10688097,90.82784681,78.75065084,27.90717532,-82.63630448,1
-81.52698184,-39.54818011,61.02074871,-8.648064666,25.74114771,87.07263941,-76.7453625,-18.72413281,1
-3.782784859,48.42911742,2.866883653,-36.53819864,-47.79894479,-11.44864625,-24.98705808,-87.24333384,0
-97.25576208,52.79954381,-3.523699792,45.04240044,30.02483,-15.70749261,-36.78908889,-7.495688587,0
19.6257555,-92.85000656,42.12123932,45.13297996,-19.56960518,-70.43090237,8.878206945,78.00971207,0
-4.482680045,-83.95425669,8.213068105,-89.35637625,-22.55194746,-42.30330582,78.6589795,-28.8551229,0
-97.03422852,-79.27116562,68.82144476,87.47763257,8.816928646,-12.50485878,-75.58264575,66.58576244,1
19.49895717,68.6895,-82.2468735,-2.722984989,-9.670016644,-17.28745089,-96.51193353,4.960797418,0
-95.32353221,56.76147169,9.594465181,-11.58730627,26.74441584,59.25358516,-54.76993575,89.53473525,1
56.28353713,-9.608876454,37.25039461,28.85772219,34.32567196,24.01898382,72.06001029,38.69611617,0
-73.02259853,-61.35859064,-98.3153735,-29.13879727,-32.19909244,39.73740591,0.577146004,69.10217543,1
3.697635205,-74.40921924,53.08219144,33.49093581,-62.55859621,-40.44360888,-99.39595487,97.98166269,1
26.10042238,63.68804456,36.93807923,-92.41722697,13.0528878,-38.1209449,-69.8661973,-4.870781192,0
56.53695525,57.5056197,-72.04875094,80.41511453,-48.2239376,-61.98710968,-71.24735941,92.51139581,1
64.96798934,-19.53407598,13.15090386,-70.42513486,49.84882382,-91.57803596,12.09857541,-46.80523241,0
-0.255147743,16.00937143,-36.77864478,-86.78604602,-10.75618429,67.59149122,65.41731197,-82.69814994,0
-46.01609626,78.68885036,-40.9445576,46.43730859,35.63048325,31.88276216,-17.57371062,43.2140296,0
-34.08116777,-15.16311624,-78.67054736,-93.38760341,-73.89935485,83.02900015,5.55863042,29.46991129,1
-42.85300828,92.24853784,15.86946737,59.6657025,-6.368194838,29.16343303,-33.6142064,11.8505688,0
79.57196484,43.2301462,66.08897335,60.22713118,-84.90043284,92.84160408,-19.92380675,-53.91464129,1
94.78999755,88.63740257,-32.13506633,-82.4652953,-87.57994323,-58.06110826,80.12282734,97.55850906,1
-62.64559782,38.28300597,-48.82087387,-65.82775239,-37.31981396,-65.08209064,73.53797699,41.56904127,0
8.944963168,58.59043548,-56.31662147,-85.00914473,-93.03328748,52.04912183,65.3379673,-12.15321912,1
74.08664334,73.69668176,-37.74001034,-23.42060052,-49.7372896,75.96439461,-29.70612227,86.489767,1
-69.44331624,40.52757731,11.55410022,-11.73385289,59.00449501,-96.8514233,80.47435151,-79.25671873,1
-2.652676289,32.34477732,56.66248032,92.24165194,7.627389577,85.72341535,85.87179401,85.56643181,1
40.20398122,-21.99768829,42.44147684,-61.40075558,-66.20908358,8.754493052,-50.46980536,-3.867040856,0
-13.10335247,-43.44960688,44.62498414,-38.40381893,-15.50724015,12.18334375,-15.39860269,-98.21044248,0
84.56190142,75.08936383,21.95712,-96.20795794,78.61935697,-57.77355253,48.65187053,-63.15741152,1
61.53086602,-4.280324917,63.1222145,62.6445829,-38.00470292,9.671889012,-60.24448521,75.64119441,0
-49.84254747,98.89070284,-13.40516539,-23.79548105,4.81211081,7.963156949,-58.41663994,30.82229176,0
-96.21856608,32.95015234,-50.81704205,-56.41968749,-87.22718005,-46.00368942,-5.363532013,34.00380795,1
8.603998351,39.72094677,71.66848997,4.499803627,3.549209218,94.45471171,-24.82704081,-97.12737713,1
-24.02032615,-10.91980683,-67.14283094,-61.27823052,11.91663362,54.77093763,-34.15968172,-14.55053591,0
-71.70737554,10.34075586,5.014063188,-36.02380865,91.3347732,-46.78567218,-34.57336212,97.7855896,1
-99.71210275,-31.70013203,-57.17415509,-25.53788879,36.40670351,15.57806519,-25.51818357,-73.83027673,0
47.23837649,-79.88377636,-29.92414372,52.43275819,1.835628802,84.88708638,-89.85237349,11.24516032,1
-44.30897983,89.1602159,-38.63512031,2.774676004,-39.26366782,-19.74250922,20.74603085,-11.96137675,0
46.22330948,36.06317794,-5.715932609,83.12142162,67.47137196,81.57377974,-50.7767239,-91.67151693,1
-73.84008508,-69.9077448,98.3967906,-68.20125367,-44.3176638,93.00668869,13.92719936,78.4560755,1
99.3876658,-62.40117283,-48.39576638,62.65232474,52.90121074,-31.81616704,-32.41918392,-2.523008034,0
-95.15889111,87.04081796,32.14651458,36.75257623,-73.25166105,93.90436117,74.15273539,15.73846126,1
29.75264771,-50.80078728,-49.22686089,36.06739828,8.675778393,-78.06909144,-25.57721291,-84.70431544,0
-60.60370739,70.50072284,24.23536106,-67.57401989,77.34412457,31.99587198,0.982952408,37.2007584,0
-10.15378372,21.93722568,-9.522217296,-64.55612422,52.3827305,-65.02983856,90.09307829,-26.9990544,0
48.96387053,-83.96563076,51.67347536,46.98724966,73.33464843,48.0058465,13.75291547,74.55291263,1
-88.3719414,-42.20007593,8.955760997,-31.87274475,-92.41144443,-95.66985452,22.55076576,27.60647758,1
30.623909,71.62692955,-10.46202577,-39.8541845,-86.43540117,36.63727858,10.01517804,9.895356975,0
-89.26981263,-45.97332666,63.81459687,26.36186644,-26.02522362,86.13000566,-94.31897267,-12.9646463,1
90.03090094,-97.61947415,89.93407017,-37.59671426,-86.29804977,99.7054747,72.97524599,-77.95579606,1
-77.2571611,98.96886849,-51.02072598,-66.87239795,-55.14954696,-43.67255291,18.33345787,-62.20959066,1
-29.09372315,42.46147996,-5.577290936,1.757609783,62.66303412,-18.07785759,91.52015678,-1.2685633,0
37.41899894,14.69024163,23.42932144,43.97746355,-59.84783201,8.877686698,54.64503514,75.03591956,0
-17.36386821,-84.36249666,14.45471217,53.38037996,5.760579572,-14.00205954,-36.74552045,-58.78544759,0
69.44430956,8.473338868,-49.04439395,58.65756539,76.63268795,35.10465356,78.41179034,-68.8545052,1
-67.54633054,22.74091693,50.66718257,-43.1424368,89.92092398,-33.38733443,40.9607467,94.87473428,1
-42.58955793,19.34336458,31.55321732,53.15049633,-85.13986372,22.46429602,1.708310015,98.76045437,0
71.636092,61.04082363,-89.67566458,-73.40870555,-80.96296761,35.42828336,8.417423964,69.20194166,1
43.37563663,-69.89851467,-17.27428337,-67.94888098,13.32831965,9.020526452,71.90589446,42.48817013,0
76.82704976,95.37419452,63.29254481,61.91297207,41.56382794,42.99045663,11.82085767,-79.85118902,1
-9.740887458,68.22603838,59.90645093,22.5405036,38.72536057,8.183318314,-57.30819779,-74.95721247,0
81.3758216,54.03850784,-51.45571861,-78.20577253,1.171782011,49.88329502,81.26110747,91.50133877,1
58.28224795,87.13755626,-52.19341397,95.7934452,0.439533558,-25.48308496,8.569314396,-91.58857299,1
-32.19233581,44.9381589,-98.01675778,64.72801947,-69.07905767,21.04034918,89.7175521,-26.33863313,1
-4.186842037,-35.02146493,5.135839899,74.78606492,82.48374358,9.513365541,-53.08011709,-7.11682356,0
47.39607123,48.29765169,88.63005965,31.25749165,-10.74387169,-46.69826884,-5.638771908,70.01030462,0
79.70634578,-65.73180145,-28.65392977,69.71648163,90.90357633,1.533872871,91.33455628,11.36706214,1
